File	Creator	Issue	Volume	Journal	ISSN	ID	Citation	Title	Place Labe	Language	Publisher	Date
History_1a-rdf.tsv	Fisher, M. H.	3	26	JOURNAL OF INTERDISCIPLINARY HISTORY	0022-1953	(Uk)RN001257432	JOURNAL OF INTERDISCIPLINARY HISTORY 26(3), 561-562. (1996)	Marathas, Marauders, and State Formation in Eighteenth-Century India by Stewart Gordon	xxu	eng	THE JOURNAL OF INTERDISCIPLINARY HISTORY	1996
History_1a-rdf.tsv	Blok, C. A.	3	21	KARTOGRAFISCH TIJDSCHRIFT	0167-5788	(Uk)RN001399925	KARTOGRAFISCH TIJDSCHRIFT 21(3), 47-52. (1995)	Aandacht voor atlaskartografie Tendensen in ruim een kwart eeuw informatievoorziening op atlasgebied	ne	ger	NVK-PUBLIKATIEREEKS	1995
History_1a-rdf.tsv	Van Westen, J.	3	21	KARTOGRAFISCH TIJDSCHRIFT	0167-5788	(Uk)RN001399950	KARTOGRAFISCH TIJDSCHRIFT 21(3), 71-78. (1995)	Dichtbij ofveraf Relatieve plaatsbepaling. De kaart als hulpmiddel voor de 'verdwaalde' mens (met bijlage)	ne	ger	NVK-PUBLIKATIEREEKS	1995
History_1a-rdf.tsv	Slusser, M. S.	1	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN001410568	ORIENTATIONS -HONG KONG- 27(1), 16-30. (1996)	The Art of East Asian Lacquer Sculpture	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Gordon, D.	4	34	HISTORY AND THEORY	0018-2656	(Uk)RN001602226	HISTORY AND THEORY 34(4), 340-354. (1995)	Patrick H. Hutton, History as an Art of Memory	xxu	eng	WESLEYAN UNIVERSITY	1995
History_1a-rdf.tsv	Israel, J.	3	54	JOURNAL OF ASIAN STUDIES -ANN ARBOR-	0021-9118	(Uk)RN001607698	JOURNAL OF ASIAN STUDIES -ANN ARBOR- 54(3), 840-841. (1995)	Shaw, An American Missionary in China: John Leighton Stuart and Chinese-American Relations	xxu	eng	PRINCETON UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Goetzmann, W. H.	4	64	PACIFIC HISTORICAL REVIEW	0030-8684	(Uk)RN001616559	PACIFIC HISTORICAL REVIEW 64(4), 609-610. (1995)	Schimmel and White, Bert Geer Philips and the Taos Art Colony	xxu	eng	AMERICAN HISTORICAL ASSOCIATION	1995
History_1a-rdf.tsv	Cossa, F.	2	19	EIGHTEENTH CENTURY LIFE -PITTSBURGH-	0098-2601	(Uk)RN001677159	EIGHTEENTH CENTURY LIFE -PITTSBURGH- 19(2), 79-82. (1995)	Images of Perfection: Life Imitates Art in Kubrick's Barry Lyndon	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Rankin, E.	2	21	SOCIAL DYNAMICS	0253-3952	(Uk)RN001924369	SOCIAL DYNAMICS 21(2), 56-90. (1995)	Recoding the Canon: Towards Greater Representivity in South African Art Galleries	sa	eng	CREDA PRESS CAPE TOWN	1995
History_1a-rdf.tsv	Crapo, P. B.	3	9	FRENCH HISTORY	0269-1191	(Uk)RN002051771	FRENCH HISTORY 9(3), 315-340. (1995)	Art and Politics in the Cote-d'Or: Gustave Courbet's Dijon Exhibition of May 1870	xxk	eng	OXFORD UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Jacobeit, W.	1	44	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN002216966	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN- 44(1), 71-73. (1996)	Peter Borscheid/Clemens Wischermann (Hrsg.): Bilderwelt des Alltags. Werbung in der Konsumgesellschaft des 19. und 20. Jahrhunderts. Festschrift fuer Hans Juergen Teuteberg. Stuttgart 1995	gw	ger	METROPOL VERLAG	1996
History_1a-rdf.tsv	Fuhrmann, B.	1	44	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN002217028	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN- 44(1), 81-82. (1996)	Paul Thomes: Kommunale Wirtschaft und Verwaltung zwischen Mittelalter und Moderne. Bestandsaufnahme - Strukturen - Konjunkturen. Die Staedte Saarbruecken und St. Johann im Rahmen der allgemeinen Entwicklung (1321-1768). Stuttgart 1995	gw	ger	METROPOL VERLAG	1996
History_1a-rdf.tsv	Pyne, K.	3	9	CONTEMPORARY RECORD	0950-9224	(Uk)RN002371996	CONTEMPORARY RECORD 9(3), 562-585. (1995)	Art or Article? The Need for and Nature of the British Hydrogen Bomb, 1954-58	xxk	eng	FRANK CASS LONDON	1995
History_1a-rdf.tsv	Fourniau, C.	03-Apr	40	CAHIERS D HISTOIRE	0008-008X	(Uk)RN002820821	CAHIERS D HISTOIRE -LYON- 40(3/4), 419-430. (1995)	Un Lyonnais en Indochine: la mission Justin Godart (janvier-mars 1937)	fr	fre	COMITE HISTORIQUE DU CENTRE EST	1995
History_1a-rdf.tsv	Constable, P.	598	95	CURRENT HISTORY -NEW YORK THEN PHILADELPHIA-	0011-3530	(Uk)RN002831612	CURRENT HISTORY -NEW YORK THEN PHILADELPHIA- 95(598), 65-69. (1996)	A Fresh Start for Haiti?	xxu	eng	CURRENT HISTORY, INC.	1996
History_1a-rdf.tsv	Joireman, S. F.	4	33	JOURNAL OF MODERN AFRICAN STUDIES	0022-278X	(Uk)RN003005665	JOURNAL OF MODERN AFRICAN STUDIES 33(4), 720-721. (1995)	The Generation: the history of the Ethiopian People's Revolutionary Party. Part I, From the Early Beginnings to 1975 by Kiflu Tadesse	xxk	eng	CAMBRIDGE UNIVERSTIY PRESS	1995
History_1a-rdf.tsv	Welsby, D. A.	1	55	JOURNAL OF NEAR EASTERN STUDIES	0022-2968	(Uk)RN003120648	JOURNAL OF NEAR EASTERN STUDIES 55(1), 68-69. (1996)	Bruce Beyer Williams, Excavations between Abu Simbel and the Sudan Frontier, Part 9: Nouabdian X-Group Remains from Royal Complexes in Cemeteries Q and 219 and from Private Cemeteries Q, R, V, W, B, J, and M at Qustul and Ballana	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996
History_1a-rdf.tsv	Babson, D. W.	4	29	HISTORICAL ARCHAEOLOGY	0440-9213	(Uk)RN003300882	HISTORICAL ARCHAEOLOGY 29(4), 113-114. (1995)	Lockhart and Olszewski: The El Paso Coliseum Collection: A Study of 20th-Century Bottles	xxu	eng	THE SOCIETY FOR HISTORICAL ARCHAEOLOGY	1995
History_1a-rdf.tsv	Kloppenberg, J. T.	4	67	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN003345130	JOURNAL OF MODERN HISTORY 67(4), 908-909. (1995)	Alan S. Kahan, Aristocratic Liberalism: The Social and Political Thought of Jacob Burckhardt, John Stuart Mill, and Alexis de Tocqueville	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1995
History_1a-rdf.tsv	Levine, P.	4	67	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN003345142	JOURNAL OF MODERN HISTORY 67(4), 910-911. (1995)	Richard Jenkyns, Dignity and Decadence: Victorian Art and the Classical Inheritance; Hilary Fraser, The Victorians and Renaissance Italy	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1995
History_1a-rdf.tsv	Martines, L.	4	67	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN003345361	JOURNAL OF MODERN HISTORY 67(4), 952-953. (1995)	Guglielmo Ebreo of Pesaro, De pratica seu arte tripudii: On the Practice or Art of Dancing	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1995
History_1a-rdf.tsv	Morse, A. N.	2	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN003436718	ORIENTATIONS -HONG KONG- 27(2), 36-45. (1996)	Object as Insight: Japanese Buddhist Art and Ritual	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Little, S.	2	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN003436755	ORIENTATIONS -HONG KONG- 27(2), 62-68. (1996)	The John Young Gallery of Southeast Asian Art at the Honolulu Academy of Arts	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Capp, B.	3	46	HISTORY TODAY	0018-2753	(Uk)RN003517548	HISTORY TODAY 46(3), 21-26. (1996)	Serial Killers in Seventeenth-Century England: The grisly Stuart counterparts to Frederick and Rosemary West	xxk	eng	HISTORY TODAY LTD	1996
History_1a-rdf.tsv	McClellan, A.	2	29	EIGHTEENTH CENTURY STUDIES	0013-2586	(Uk)RN003627858	EIGHTEENTH CENTURY STUDIES 29(2), 218-221. (1995)	Edme Gersaint and the Marketing of Art in Eighteenth-Century Paris	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Roworth, W. W.	2	29	EIGHTEENTH CENTURY STUDIES	0013-2586	(Uk)RN003627871	EIGHTEENTH CENTURY STUDIES 29(2), 225-228. (1995)	Painting for Profit and Pleasure: Angelica Kauffman and the Art Business in Rome	xxu	eng	THE JOHNS HOPKINS UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Bednarik, R. G.	1	38	ARCHAEOMETRY	0003-813X	(Uk)RN003633317	ARCHAEOMETRY 38(1), 1-14. (1996)	Only time will tell: a review of the methodology of direct rock art dating	xxk	eng	RESEARCH LABORATORY FOR ARCHAEOLGY AND THE HISTORY OF ART	1996
History_1a-rdf.tsv	Walton Potter, E.	4	17	PUBLIC HISTORIAN	0272-3433	(Uk)RN003830871	PUBLIC HISTORIAN 17(4), 104-106. (1995)	The Revival Styles in American Memorial Art by Peggy McDowell and Richard E. Meyer	xxu	eng	UNIVERSITY OF CALIFORNIA	1995
History_1a-rdf.tsv	Kostelanetz, R.	1	28	SOUTH CAROLINA REVIEW	0038-3163	(Uk)RN003871381	SOUTH CAROLINA REVIEW 28(1), 126-134. (1995)	Person of Letters in the Contemporary World, Part II	xxu	eng	THE SOUTH CAROLINA REVIEW	1995
History_1a-rdf.tsv	Main, G. L.	4	103	VIRGINIA MAGAZINE OF HISTORY AND BIOGRAPHY	0042-6636	(Uk)RN003900873	VIRGINIA MAGAZINE OF HISTORY AND BIOGRAPHY 103(4), 472-473. (1995)	Reinhart and Pogue, eds., The Archaeology of 17th-Century Virginia; Shackel and Little, eds., Historical Archaeology of the Chesapeake	xxu	eng	THE VIRGINIA HISTORICAL SOCIETY	1995
History_1a-rdf.tsv	Friesen, I. E.	1	19	RENAISSANCE AND REFORMATION	0034-429X	(Uk)RN003979581	RENAISSANCE AND REFORMATION 19(1), 76-77. (1995)	David Howarth, ed. Art and Patronage in the Caroline Court	xxc	eng	CANADIAN SOCIETY FOR RENAISSANCE STUDIES	1995
History_1a-rdf.tsv	Gibson, W. S.	1	71	SPECULUM -MASSACHUSETTS-	0038-7134	(Uk)RN004020832	SPECULUM -MASSACHUSETTS- 71(1), 176-177. (1996)	Mellinkoff, Ruth, Outcasts: Signs of Otherness in Northern European Art of the Late Middle Ages	xxu	eng	MEDIEVAL ACADEMY OF AMERICA	1996
History_1a-rdf.tsv	Lemann, N.	3	28	WASHINGTON MONTHLY	0043-0633	(Uk)RN004187271	WASHINGTON MONTHLY 28(3), 44-48. (1996)	Making It, Part 2: Inside the Ivy League admissions game	xxu	eng	WASHINGTON MONTHLY COMPANY	1996
History_1a-rdf.tsv	Davidson, P.	4	9	RENAISSANCE STUDIES	0269-1213	(Uk)RN004546489	RENAISSANCE STUDIES 9(4), 416-429. (1995)	The entry of Mary Stewart into Edinburgh, 1561, and other ambiguities	xxk	eng	OXFORD UNIVERSITY PRESS	1995
History_1a-rdf.tsv	Marx, A.	3	28	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES	0361-7882	(Uk)RN004919907	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES 28(3), 654-655. (1995)	Grierson, ed., African Zion: The Sacred Art of Ethiopia	xxu	eng	AFRICAN STUDIES CENTER AT BOSTON UNIVERSITY	1995
History_1a-rdf.tsv	Schmidt, C.	4	43	JAHRBUCHER FUR GESCHICHTE OSTEUROPAS	0021-4019	(Uk)RN004978213	JAHRBUCHER FUR GESCHICHTE OSTEUROPAS 43(4), 566-568. (1995)	Sobornoe ulozenie 1649 goda. Tekst. Kommentarii; Hellie, Richard (Trans. and Ed.) The Moscovite Law Code (Ulozhenie) of 1649. Part 1: Text and Translation	gw	ger	FRANZ STEINER VERLAG WIESBADEN GMBH	1995
History_1a-rdf.tsv	Rautenberg, H.-W.	4	43	JAHRBUCHER FUR GESCHICHTE OSTEUROPAS	0021-4019	(Uk)RN004978298	JAHRBUCHER FUR GESCHICHTE OSTEUROPAS 43(4), 583-584. (1995)	Urban, Thomas, Deutsche in Polen. Geschichte und Gegenwart einer Minderheit	gw	ger	FRANZ STEINER VERLAG WIESBADEN GMBH	1995
History_1a-rdf.tsv	Rasmussen, S. F.	4	65	AFRICA -LONDON- INTERNATIONAL AFRICAN INSTITUTE-	0001-9720	(Uk)RN005038820	AFRICA -LONDON- INTERNATIONAL AFRICAN INSTITUTE- 65(4), 592-610. (1995)	Art as process and product: patronage and the problem of change in Tuareg blacksmith/artisan roles	xxk	eng	INTERNATIONAL AFRICAN INSTITUTE	1995
History_1a-rdf.tsv	Mueller, J.	3	44	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN005206790	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN- 44(3), 255-256. (1996)	Juergen Elvert (Hrsg.): Nordirland in Geschichte und Gegenwart/Northern Ireland - Past and Present. Stuttgart 1994	gw	ger	METROPOL VERLAG	1996
History_1a-rdf.tsv	McLaren, M.	2	21	INDOBRITISH REVIEW	0019-7211	(Uk)RN005739494	INDOBRITISH REVIEW 21(2), 130-143. (1996)	Philosophical History and the Ideology of the Company State: the Historical Works of John Malcolm and Mountstuart Elphinstone	ii	eng	INDO-BRITISH HISTORICAL SOCIETY	1996
History_1a-rdf.tsv	Boujot, C.	1	93	BULLETIN- SOCIETE PREHISTORIQUE FRANCAISE	0037-9514	(Uk)RN005786319	BULLETIN- SOCIETE PREHISTORIQUE FRANCAISE 93(1), 63-83. (1996)	Matignons et Moulin-de-Vent a Montagant / Le Brandart (Mainxe, Charente)	fr	fre	BULLETIN DE LA SOCIETE PREHISTORIQUE FRANCAISE	1996
History_1a-rdf.tsv	Chopin, C.	1	93	BULLETIN- SOCIETE PREHISTORIQUE FRANCAISE	0037-9514	(Uk)RN005786320	BULLETIN- SOCIETE PREHISTORIQUE FRANCAISE 93(1), 84-96. (1996)	Activites symboliques sur les sites ornes du sud de la France: la part de l'industrie lithique	fr	fre	BULLETIN DE LA SOCIETE PREHISTORIQUE FRANCAISE	1996
History_1a-rdf.tsv	Komisar, L.	4	28	WASHINGTON MONTHLY	0043-0633	(Uk)RN005850137	WASHINGTON MONTHLY 28(4), 13-15. (1996)	Tile Art of Flattery	xxu	eng	WASHINGTON MONTHLY COMPANY	1996
History_1a-rdf.tsv		2	45	CHINA TODAY -BEIJING- CHINA WELFARE INSTITUTE-	1003-0905	(Uk)RN005981487	CHINA TODAY -BEIJING- CHINA WELFARE INSTITUTE- 45(2), 28-34. (1996)	The Source and Course of Chinese Costume Art Catalogue of Chinese Publications in Tibetan Studies	ch	eng	THE CHINA WELFARE INSTITUTE IN ENGLISH	1996
History_1a-rdf.tsv	Harvey, C.	5	46	HISTORY TODAY	0018-2753	(Uk)RN006226085	HISTORY TODAY 46(5), 15-21. (1996)	William Morris, Art and Idealism	xxk	eng	HISTORY TODAY LTD	1996
History_1a-rdf.tsv	Feng, W.	1	3	CHINA REVIEW INTERNATIONAL	1069-5834	(Uk)RN006236947	CHINA REVIEW INTERNATIONAL 3(1), 295-297. (1996)	Mayfair Mei-hui Yang, Gifts, Favors, and Banquets: The Art of Social Relationships in China	xxu	eng	UNIVERSITY OF HAWAII PRESS	1996
History_1a-rdf.tsv	Dou, R.	1	29	CHINESE EDUCATION AND SOCIETY	1061-1932	(Uk)RN006463265	CHINESE EDUCATION AND SOCIETY 29(1), 32-35. (1996)	Respecting Peasants Is Honorable; Cheating Them Is Shameful: Words from the Heart of NPC Peasant Woman Deputy Dou Ruixia	xxu	eng	M.E. SHARPE INC.	1996
History_1a-rdf.tsv	Munby, J.	1	30	JOURNAL OF AMERICAN STUDIES	0021-8758	(Uk)RN006908901	JOURNAL OF AMERICAN STUDIES 30(1), 101-118. (1996)	"Manhattan Melodrama's ""Art of the Weak "": Telling History from the Other Side in the 1930s Talking Gangster Film"	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	1996
History_1a-rdf.tsv	Reeves, R.	5	28	WASHINGTON MONTHLY	0043-0633	(Uk)RN007100632	WASHINGTON MONTHLY 28(5), 43-44. (1996)	Mozart & Salieri: The rivalry and friendship between Kennedy and Nixon that dominated post-war America	xxu	eng	WASHINGTON MONTHLY COMPANY	1996
History_1a-rdf.tsv	Tian, J.	5	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN007183069	ORIENTATIONS -HONG KONG- 27(5), 49-53. (1996)	The Art of Decorative Carving on Qing Dynasty Furniture	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Dewar, S.	5	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN007183112	ORIENTATIONS -HONG KONG- 27(5), 78-79. (1996)	Wang Shixiang and the Art of the Gourd	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Schroeder, P. W.	3	28	CENTRAL EUROPEAN HISTORY	0008-9389	(Uk)RN007289212	CENTRAL EUROPEAN HISTORY 28(3), 415-417. (1995)	Adam Wandruszka and Peter Urbanitsch, eds. Die Habsburgermonarchie im System der Internationalen Beziehungen, vol. VI, Part II of: Die Habsburgermonarchie 1848-1918	xxu	eng	HUMANITIES PRESS INTERNATIONAL, INC.	1995
History_1a-rdf.tsv	Taubman, J.	4	54	SLAVIC REVIEW	0037-6779	(Uk)RN007314530	SLAVIC REVIEW 54(4), 1010-1015. (1995)	The Art of Marina Goldovskaia	xxu	eng	AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SLAVIC STUDIES, INC.	1995
History_1a-rdf.tsv	Loomie, A. J.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500282	ALBION -ILLINOIS- 3(3), 486-487. (1995)	Visitation Articles and Injunctions of the Early Stuart Church, Volume I	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995
History_1a-rdf.tsv	McBride, L. W.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500725	ALBION -ILLINOIS- 3(3), 552-553. (1995)	Robert Kee. The Laurel and the Ivy: The Story of Charles Stewart Parnell and Irish Nationalism	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995
History_1a-rdf.tsv	Zilberg, J.	1	29	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES	0361-7882	(Uk)RN007711682	INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES 29(1), 147-149. (1996)	Steiner, African Art in Transit	xxu	eng	AFRICAN STUDIES CENTER AT BOSTON UNIVERSITY	1996
History_1a-rdf.tsv	Chelkowski, P.	2	28	INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES	0020-7438	(Uk)RN007750717	INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES 28(2), 258-259. (1996)	Ron G. Williams and James W. Boyd, Ritual Art and Knowledge, Aesthetic Theory and Zoroastrian Ritual	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	1996
History_1a-rdf.tsv	Rischin, M.	3	15	JOURNAL OF AMERICAN ETHNIC HISTORY	0278-5927	(Uk)RN007858450	JOURNAL OF AMERICAN ETHNIC HISTORY 15(3), 44-51. (1996)	A Significant Part of History Deals with Mankind in Motion	xxu	eng	TRANSACTION PERIODICALS CONSORTIUM	1996
History_1a-rdf.tsv	Self, R.	1	7	TWENTIETH CENTURY BRITISH HISTORY	0955-2359	(Uk)RN008302479	TWENTIETH CENTURY BRITISH HISTORY 7(1), 140-155. (1996)	Baldwin's Blunder: A Rejoinder to Smart on 1923	xxk	eng	OXFORD UNIVERSITY PRESS	1996
History_1a-rdf.tsv	Sturges, R. S.	2	6	ARTHURIANA -DALLAS-	1078-6279	(Uk)RN008478650	ARTHURIANA -DALLAS- 6(2), 1-10. (1996)	Chretien's Knight of the Cart and Critical Theory	xxu	eng	ARTHURIANA	1996
History_1a-rdf.tsv	Rischin, M.	4	15	JOURNAL OF AMERICAN ETHNIC HISTORY	0278-5927	(Uk)RN008521244	JOURNAL OF AMERICAN ETHNIC HISTORY 15(4), 44-51. (1996)	A Significant Part of History Deals with Mankind in Motion	xxu	eng	TRANSACTION PERIODICALS CONSORTIUM	1996
History_1a-rdf.tsv	Uhlig, H.	6	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN008669260	ORIENTATIONS -HONG KONG- 27(6), 48-56. (1996)	`On the Path to Enlightenment' The Berti Aschmann Foundation of Tibetan Art at the Museum Rietberg	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Tao, M.	6	27	ORIENTATIONS -HONG KONG-	0030-5448	(Uk)RN008669338	ORIENTATIONS -HONG KONG- 27(6), 92-93. (1996)	Art Fairs in America - 1996	cc	eng	ORIENTATIONS MAGAZINE LTD	1996
History_1a-rdf.tsv	Wilson, K. M.	298	74	JOURNAL- SOCIETY FOR ARMY HISTORICAL RESEARCH	0037-9700	(Uk)RN008694916	JOURNAL- SOCIETY FOR ARMY HISTORICAL RESEARCH 74(298), 77-89. (1996)	Over the Top? The Question of Political Aspirations on the Part of the British High Command in the Course of the First World War	xxk	eng	SOCIETY FOR ARMY HISTORICAL RESEARCH	1996
History_1a-rdf.tsv	Simoni, A. E. C.	2	19	DUTCH CROSSING	0309-6564	(Uk)RN008866260	DUTCH CROSSING 19(2), 146-150. (1995)	C.D. van Strien, British Travellers in Holland during the Stuart Period	xxk	eng	UNIVERSITY COLLEGE LONDON	1995
History_1a-rdf.tsv	Mitchell, N.	2	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN008910133	INTERNATIONAL HISTORY REVIEW 18(2), 253-278. (1996)	Protective Imperialism versus Weltpolitik in Brazil: Part One: Pan-German Vision and Mahanian Response	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996
History_1a-rdf.tsv	Folda, J.	01-Feb	10	MEDITERRANEAN HISTORICAL REVIEW	0951-8967	(Uk)RN008939858	MEDITERRANEAN HISTORICAL REVIEW 10(1/2), 80-91. (1995)	Crusader Art in the Twelfth Century: Reflections on Christian Multiculturalism in the Levant	xxk	eng	FRANK CASS	1995
History_1a-rdf.tsv	Rabb, T. K.	1	27	JOURNAL OF INTERDISCIPLINARY HISTORY	0022-1953	(Uk)RN009043135	JOURNAL OF INTERDISCIPLINARY HISTORY 27(1), 87-94. (1996)	Historians and Art Historians: A Lowering of Sights?	xxu	eng	THE JOURNAL OF INTERDISCIPLINARY HISTORY	1996
History_1a-rdf.tsv	Pouillon, F.	141/2	01-Feb	CAHIERS D ETUDES AFRICAINES	0008-0055	(Uk)RN009044735	CAHIERS D ETUDES AFRICAINES 1-2(141/2), 183-214. (1996)	La peinture monumentale en Algerie: un art pedagogique	fr	fre	ECOLE DES HAUTES ETUDES EN SCIENCES SOCIALES	1996
History_1a-rdf.tsv	Jewsiewcki, B.	141/2	01-Feb	CAHIERS D ETUDES AFRICAINES	0008-0055	(Uk)RN009044772	CAHIERS D ETUDES AFRICAINES 1-2(141/2), 257-270. (1996)	De l'art africain et de l'esthetique: valeur d'usage, valeur d'echange	fr	fre	ECOLE DES HAUTES ETUDES EN SCIENCES SOCIALES	1996
History_1a-rdf.tsv	Radtke, W.	6	44	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN009608333	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN- 44(6), 563-564. (1996)	Rolf Straubel: Kaufleute und Manufakturunternehmer. Eine empirische Untersuchung ueber die sozialen Traeger von Handel und Grossgewerbe in den mittleren preussischen Provinzen (1763 bis 1815). Stuttgart 1995	gw	ger	METROPOL VERLAG	1996
